customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,segment
15194.0,2.0,28,12021.52999999998,5,5,5,Champions
12583.0,2.0,27,13591.580000000007,5,5,5,Champions
12839.0,2.0,26,9669.119999999992,5,5,5,Champions
16678.0,2.0,12,3109.9900000000007,5,5,5,Champions
18225.0,2.0,26,13014.799999999968,5,5,5,Champions
14534.0,2.0,26,6187.65999999999,5,5,5,Champions
14282.0,2.0,25,7250.760000000011,5,5,5,Champions
16191.0,2.0,24,15677.820000000005,5,5,5,Champions
16143.0,2.0,12,4555.080000000002,5,5,5,Champions
12417.0,2.0,20,6797.409999999999,5,5,5,Champions
15023.0,2.0,20,11578.649999999994,5,5,5,Champions
17730.0,2.0,20,7773.799999999993,5,5,5,Champions
17091.0,2.0,19,7495.750000000012,5,5,5,Champions
17049.0,2.0,19,9942.529999999973,5,5,5,Champions
15750.0,2.0,18,6452.990999999983,5,5,5,Champions
17861.0,2.0,18,5088.289999999997,5,5,5,Champions
18219.0,2.0,17,3352.7000000000016,5,5,5,Champions
16271.0,2.0,10,3397.8200000000024,5,5,5,Champions
14769.0,2.0,17,15514.110000000017,5,5,5,Champions
13225.0,2.0,16,16260.07,5,5,5,Champions
16539.0,2.0,10,3289.6600000000003,5,5,5,Champions
14907.0,2.0,16,5547.719999999997,5,5,5,Champions
17412.0,2.0,16,4220.22,5,5,5,Champions
17511.0,2.0,60,172132.87,5,5,5,Champions
14110.0,3.0,33,12987.949999999993,5,5,5,Champions
13001.0,3.0,33,24042.64999999998,5,5,5,Champions
16353.0,3.0,38,9795.460000000001,5,5,5,Champions
14113.0,3.0,16,7092.609999999999,5,5,5,Champions
14547.0,3.0,8,3974.7499999999995,5,5,5,Champions
13881.0,3.0,43,45179.1,5,5,5,Champions
12971.0,3.0,116,15704.6,5,5,5,Champions
14608.0,3.0,11,3352.94,5,5,5,Champions
18044.0,3.0,18,3505.609999999999,5,5,5,Champions
13305.0,3.0,16,3616.4100000000035,5,5,5,Champions
17218.0,3.0,18,3891.389999999999,5,5,5,Champions
13709.0,3.0,18,7571.350000000003,5,5,5,Champions
17811.0,3.0,47,9519.799999999988,5,5,5,Champions
12682.0,3.0,52,22950.219999999972,5,5,5,Champions
15856.0,3.0,52,32275.95000000013,5,5,5,Champions
13694.0,3.0,143,195640.69000000003,5,5,5,Champions
17920.0,3.0,54,23581.78000000024,5,5,5,Champions
16684.0,3.0,55,147142.76999999993,5,5,5,Champions
15031.0,3.0,14,3102.939999999999,5,5,5,Champions
13021.0,3.0,17,4887.239999999998,5,5,5,Champions
14735.0,3.0,56,12240.159999999996,5,5,5,Champions
16133.0,3.0,56,22992.25999999999,5,5,5,Champions
14739.0,3.0,25,11573.62,5,5,5,Champions
13199.0,3.0,67,15964.209999999988,5,5,5,Champions
12749.0,3.0,9,6897.360000000001,5,5,5,Champions
17593.0,3.0,11,8092.319999999996,5,5,5,Champions
17857.0,3.0,24,27347.039999999997,5,5,5,Champions
14825.0,3.0,24,4735.080000000005,5,5,5,Champions
12766.0,3.0,9,8918.989999999998,5,5,5,Champions
17346.0,3.0,26,4998.609999999994,5,5,5,Champions
14562.0,3.0,26,6638.14999999999,5,5,5,Champions
16013.0,3.0,84,56078.44000000004,5,5,5,Champions
17404.0,3.0,23,47781.11999999997,5,5,5,Champions
13985.0,3.0,22,10020.859999999991,5,5,5,Champions
15061.0,3.0,127,126389.02000000015,5,5,5,Champions
13230.0,3.0,30,6120.009999999996,5,5,5,Champions
16200.0,3.0,12,5608.099999999983,5,5,5,Champions
14096.0,3.0,17,65164.78999999964,5,5,5,Champions
14401.0,3.0,22,6795.899999999991,5,5,5,Champions
16904.0,3.0,21,4675.359999999994,5,5,5,Champions
16592.0,3.0,28,7807.909999999992,5,5,5,Champions
12683.0,3.0,21,11633.699999999995,5,5,5,Champions
15640.0,3.0,29,23494.31000000004,5,5,5,Champions
17090.0,3.0,13,3080.179999999999,5,5,5,Champions
15854.0,3.0,21,5578.279999999993,5,5,5,Champions
18198.0,3.0,17,5425.560000000004,5,5,5,Champions
17706.0,3.0,31,20272.15000000001,5,5,5,Champions
12877.0,3.0,20,2942.139999999998,5,5,5,Champions
15867.0,4.0,31,8923.299999999981,5,5,5,Champions
15572.0,4.0,10,3965.2000000000025,5,5,5,Champions
14649.0,4.0,9,3651.189999999994,5,5,5,Champions
15290.0,4.0,26,10496.279999999999,5,5,5,Champions
16873.0,4.0,12,14617.39,5,5,5,Champions
14194.0,4.0,36,18670.589999999935,5,5,5,Champions
12913.0,4.0,13,6283.240000000001,5,5,5,Champions
17954.0,4.0,19,3804.3799999999956,5,5,5,Champions
17402.0,4.0,23,4635.559999999999,5,5,5,Champions
14456.0,4.0,9,3017.2799999999993,5,5,5,Champions
18223.0,4.0,26,14000.849999999982,5,5,5,Champions
12841.0,4.0,40,6958.199999999988,5,5,5,Champions
17526.0,4.0,12,3939.2399999999993,5,5,5,Champions
13435.0,4.0,9,4447.33,5,5,5,Champions
16746.0,4.0,42,18046.749999999993,5,5,5,Champions
12490.0,4.0,21,9823.640000000007,5,5,5,Champions
15358.0,4.0,42,16425.860000000044,5,5,5,Champions
16905.0,4.0,17,4706.77,5,5,5,Champions
14060.0,4.0,30,8898.240000000009,5,5,5,Champions
13126.0,4.0,13,3774.8099999999986,5,5,5,Champions
15628.0,4.0,17,5333.079999999999,5,5,5,Champions
13319.0,4.0,58,21323.220000000005,5,5,5,Champions
12782.0,4.0,11,4618.24,5,5,5,Champions
17173.0,4.0,8,3766.5999999999985,5,5,5,Champions
14546.0,4.0,11,5184.8399999999965,5,5,5,Champions
16931.0,4.0,23,5032.219999999991,5,5,5,Champions
16283.0,5.0,8,4350.320000000005,5,5,5,Champions
16033.0,5.0,27,10608.809999999976,5,5,5,Champions
18065.0,5.0,29,5866.629999999995,5,5,5,Champions
16326.0,5.0,24,4721.250000000002,5,5,5,Champions
17618.0,5.0,11,4001.640000000001,5,5,5,Champions
13953.0,6.0,12,6640.680000000002,5,5,5,Champions
15078.0,6.0,53,17286.72999999994,5,5,5,Champions
15769.0,6.0,46,88612.51999999999,5,5,5,Champions
14560.0,6.0,44,6114.029999999997,5,5,5,Champions
14031.0,6.0,44,39019.51000000003,5,5,5,Champions
13969.0,6.0,35,12973.459999999986,5,5,5,Champions
17611.0,6.0,28,8337.52999999998,5,5,5,Champions
17567.0,6.0,9,4838.079999999998,5,5,5,Champions
15547.0,6.0,26,10057.049999999997,5,5,5,Champions
15570.0,6.0,25,8736.489999999989,5,5,5,Champions
17686.0,6.0,9,8296.810000000005,5,5,5,Champions
15271.0,6.0,24,4528.539999999998,5,5,5,Champions
16103.0,6.0,22,6191.710000000004,5,5,5,Champions
18245.0,6.0,20,6324.979999999998,5,5,5,Champions
14493.0,6.0,10,5087.859999999999,5,5,5,Champions
13458.0,6.0,16,11959.269999999986,5,5,5,Champions
18055.0,6.0,14,10142.640000000018,5,5,5,Champions
18097.0,7.0,11,4627.919999999999,5,5,5,Champions
17293.0,7.0,17,3750.63,5,5,5,Champions
15373.0,7.0,17,3084.5400000000004,5,5,5,Champions
18077.0,7.0,18,4078.789999999997,5,5,5,Champions
16242.0,7.0,14,7404.649999999997,5,5,5,Champions
14309.0,7.0,11,3780.8100000000018,5,5,5,Champions
14732.0,7.0,19,5517.070000000002,5,5,5,Champions
17157.0,7.0,19,5151.899999999998,5,5,5,Champions
18144.0,7.0,19,4892.950000000001,5,5,5,Champions
13495.0,7.0,10,4863.309999999999,5,5,5,Champions
17426.0,7.0,13,8077.76999999999,5,5,5,Champions
14092.0,7.0,24,7229.449999999992,5,5,5,Champions
14299.0,7.0,27,14070.250000000002,5,5,5,Champions
12562.0,7.0,9,4966.920000000003,5,5,5,Champions
14688.0,7.0,28,7190.419999999993,5,5,5,Champions
14766.0,7.0,11,6375.729999999994,5,5,5,Champions
16011.0,7.0,29,5601.009999999997,5,5,5,Champions
14440.0,7.0,13,5982.03,5,5,5,Champions
15144.0,7.0,29,12160.309999999989,5,5,5,Champions
14298.0,7.0,82,91194.49000000075,5,5,5,Champions
14895.0,7.0,38,25119.54000000002,5,5,5,Champions
17576.0,7.0,41,8711.950000000004,5,5,5,Champions
17450.0,7.0,51,244784.25000000006,5,5,5,Champions
12553.0,7.0,12,4608.750000000003,5,5,5,Champions
12963.0,7.0,12,3235.7900000000004,5,5,5,Champions
13183.0,7.0,15,7036.180000000002,5,5,5,Champions
12664.0,7.0,11,6070.039999999999,5,5,5,Champions
16333.0,7.0,22,26626.8,5,5,5,Champions
14367.0,7.0,16,9227.820000000007,5,5,5,Champions
14292.0,7.0,16,9226.249999999993,5,5,5,Champions
15602.0,7.0,16,3137.9599999999996,5,5,5,Champions
12714.0,8.0,12,14093.71000000001,5,5,5,Champions
12921.0,8.0,74,35233.24000000005,5,5,5,Champions
17381.0,8.0,38,36398.64999999998,5,5,5,Champions
13090.0,8.0,24,13091.739999999996,5,5,5,Champions
13012.0,8.0,11,2957.83,5,5,5,Champions
16938.0,8.0,9,6995.359999999993,5,5,5,Champions
12524.0,8.0,17,11126.10999999999,5,5,5,Champions
16700.0,8.0,25,8830.769999999997,5,5,5,Champions
14243.0,8.0,17,7217.75,5,5,5,Champions
14258.0,8.0,25,32051.340000000015,5,5,5,Champions
15046.0,8.0,25,7623.790000000001,5,5,5,Champions
14146.0,8.0,12,9450.29999999999,5,5,5,Champions
16712.0,8.0,13,4232.869999999995,5,5,5,Champions
13854.0,8.0,39,11944.560000000007,5,5,5,Champions
12951.0,8.0,15,3213.719999999999,5,5,5,Champions
16701.0,8.0,26,9916.729999999994,5,5,5,Champions
15380.0,8.0,11,3248.9600000000023,5,5,5,Champions
15687.0,8.0,9,2993.099999999999,5,5,5,Champions
12901.0,8.0,28,17654.539999999997,5,5,5,Champions
16839.0,8.0,44,21758.24999999998,5,5,5,Champions
18230.0,8.0,9,4291.059999999999,5,5,5,Champions
16145.0,8.0,19,6805.44,5,5,5,Champions
16265.0,8.0,12,6935.17,5,5,5,Champions
15544.0,8.0,20,7807.890000000011,5,5,5,Champions
15712.0,8.0,12,3472.409999999999,5,5,5,Champions
16156.0,8.0,20,6188.180000000001,5,5,5,Champions
15680.0,8.0,10,4028.689999999998,5,5,5,Champions
14047.0,8.0,14,3968.109999999999,5,5,5,Champions
14713.0,8.0,21,5115.759999999996,5,5,5,Champions
15251.0,8.0,21,20324.54000000001,5,5,5,Champions
15615.0,9.0,47,21373.969999999947,5,5,5,Champions
16782.0,9.0,38,9636.119999999972,5,5,5,Champions
16549.0,9.0,34,12781.800000000012,5,5,5,Champions
13999.0,9.0,29,9502.259999999991,5,5,5,Champions
13576.0,9.0,28,11202.590000000004,5,5,5,Champions
15611.0,9.0,26,2997.2799999999993,5,5,5,Champions
14755.0,9.0,25,9972.549999999992,5,5,5,Champions
14062.0,9.0,24,25585.649999999987,5,5,5,Champions
18241.0,9.0,21,2986.9899999999993,5,5,5,Champions
15755.0,9.0,17,5993.119999999988,5,5,5,Champions
14088.0,9.0,16,64036.80000000004,5,5,5,Champions
15024.0,9.0,16,3559.3899999999985,5,5,5,Champions
16241.0,9.0,16,3992.8599999999965,5,5,5,Champions
14388.0,9.0,16,6388.200000000008,5,5,5,Champions
15152.0,9.0,14,5263.830000000001,5,5,5,Champions
14390.0,9.0,13,6150.0300000000025,5,5,5,Champions
12957.0,9.0,13,8706.969999999998,5,5,5,Champions
14963.0,9.0,12,3123.5699999999997,5,5,5,Champions
15903.0,9.0,12,8939.840000000002,5,5,5,Champions
17682.0,9.0,11,4065.2799999999993,5,5,5,Champions
14540.0,9.0,11,3709.640000000002,5,5,5,Champions
12598.0,9.0,11,4534.090000000001,5,5,5,Champions
15394.0,9.0,11,5286.800000000005,5,5,5,Champions
14824.0,9.0,10,4022.909999999999,5,5,5,Champions
15039.0,9.0,93,39141.480000000156,5,5,5,Champions
13658.0,9.0,9,6025.500000000006,5,5,5,Champions
14156.0,9.0,156,313437.6200000004,5,5,5,Champions
13266.0,10.0,19,6135.039999999999,5,5,5,Champions
14866.0,10.0,19,20746.539999999994,5,5,5,Champions
17419.0,10.0,18,6126.250000000001,5,5,5,Champions
13590.0,10.0,18,6336.040000000002,5,5,5,Champions
12727.0,10.0,10,5679.53,5,5,5,Champions
15838.0,10.0,34,73205.49999999994,5,5,5,Champions
14408.0,10.0,11,4102.269999999999,5,5,5,Champions
14180.0,10.0,33,6117.499999999992,5,5,5,Champions
15601.0,10.0,30,14191.740000000023,5,5,5,Champions
18118.0,10.0,29,6221.019999999968,5,5,5,Champions
16347.0,10.0,11,3442.9599999999996,5,5,5,Champions
16992.0,10.0,13,5476.5,5,5,5,Champions
17188.0,10.0,13,4592.929999999999,5,5,5,Champions
16818.0,10.0,11,3349.57,5,5,5,Champions
17929.0,10.0,12,3082.1,5,5,5,Champions
14290.0,10.0,8,4516.5599999999995,5,5,5,Champions
15218.0,10.0,22,11468.829999999998,5,5,5,Champions
14961.0,10.0,22,16410.149999999983,5,5,5,Champions
17019.0,10.0,11,3602.290000000002,5,5,5,Champions
17306.0,10.0,21,9782.35,5,5,5,Champions
14701.0,10.0,15,4487.109999999994,5,5,5,Champions
17655.0,10.0,9,2976.3800000000024,5,5,5,Champions
14209.0,10.0,15,4993.269999999998,5,5,5,Champions
13883.0,10.0,15,6560.019999999996,5,5,5,Champions
13014.0,10.0,11,5381.080000000002,5,5,5,Champions
16168.0,10.0,66,10360.669999999991,5,5,5,Champions
14667.0,10.0,54,20395.340000000022,5,5,5,Champions
13137.0,10.0,16,7586.939999999964,5,5,5,Champions
15555.0,11.0,36,11243.910000000064,5,5,5,Champions
16923.0,11.0,32,13157.129999999985,5,5,5,Champions
15571.0,11.0,14,3892.349999999997,5,5,5,Champions
13418.0,11.0,31,11559.660000000002,5,5,5,Champions
13004.0,11.0,36,11650.849999999984,5,5,5,Champions
13758.0,11.0,15,8698.129999999994,5,5,5,Champions
17651.0,11.0,16,5703.520000000008,5,5,5,Champions
17231.0,11.0,25,7064.7999999999765,5,5,5,Champions
15351.0,11.0,10,3430.219999999999,5,5,5,Champions
12668.0,11.0,10,11383.029999999992,5,5,5,Champions
13115.0,11.0,10,5494.699999999995,5,5,5,Champions
16094.0,11.0,11,3695.56,5,5,5,Champions
15514.0,11.0,18,6392.059999999998,5,5,5,Champions
13081.0,11.0,28,56838.37000000005,5,5,5,Champions
17068.0,11.0,47,8987.679999999995,5,5,5,Champions
17739.0,11.0,18,7730.5899999999965,5,5,5,Champions
14215.0,11.0,9,3250.33,5,5,5,Champions
18041.0,11.0,38,8018.769999999973,5,5,5,Champions
18229.0,11.0,28,10150.509999999998,5,5,5,Champions
15861.0,11.0,12,4369.200000000005,5,5,5,Champions
18145.0,12.0,11,5609.739999999995,5,5,5,Champions
17365.0,12.0,15,8184.489999999981,5,5,5,Champions
14878.0,12.0,25,4076.5,5,5,5,Champions
17769.0,12.0,17,7053.379999999997,5,5,5,Champions
16983.0,12.0,11,3490.530000000003,5,5,5,Champions
13571.0,12.0,26,4537.259999999992,5,5,5,Champions
16814.0,13.0,36,11924.850000000002,5,5,5,Champions
16327.0,13.0,16,10159.639999999998,5,5,5,Champions
13048.0,13.0,9,4049.1299999999997,5,5,5,Champions
12937.0,14.0,9,3097.6099999999988,5,5,5,Champions
12705.0,14.0,14,11762.099999999986,5,5,5,Champions
17096.0,14.0,11,3697.93,5,5,5,Champions
16719.0,14.0,14,3513.6199999999976,5,5,5,Champions
13995.0,14.0,14,3902.0100000000007,5,5,5,Champions
12681.0,14.0,45,29834.75999999999,5,5,5,Champions
15953.0,14.0,18,3440.34,5,5,5,Champions
18172.0,14.0,52,17467.23999999999,5,5,5,Champions
16570.0,14.0,20,7434.310000000003,5,5,5,Champions
17975.0,14.0,24,6696.329999999992,5,5,5,Champions
14709.0,14.0,25,8886.33,5,5,5,Champions
14277.0,14.0,9,17197.609999999993,5,5,5,Champions
12709.0,14.0,34,30291.760000000035,5,5,5,Champions
13050.0,14.0,35,11986.519999999982,5,5,5,Champions
15382.0,14.0,12,13733.549999999983,5,5,5,Champions
15502.0,15.0,14,13003.869999999999,5,5,5,Champions
12388.0,15.0,8,3901.11,5,5,5,Champions
12476.0,15.0,23,14083.909999999983,5,5,5,Champions
13018.0,15.0,35,9763.159999999996,5,5,5,Champions
15858.0,15.0,13,3552.4099999999917,5,5,5,Champions
17422.0,15.0,11,3594.7600000000016,5,5,5,Champions
15916.0,15.0,13,3145.2399999999975,5,5,5,Champions
17469.0,15.0,17,5051.250000000004,5,5,5,Champions
14099.0,15.0,20,5750.909999999995,5,5,5,Champions
17139.0,15.0,25,19566.75999999997,5,5,5,Champions
12619.0,15.0,10,3781.3800000000006,5,5,5,Champions
15270.0,15.0,21,8524.859999999995,5,5,5,Champions
15034.0,15.0,14,8231.199999999977,5,5,5,Champions
15005.0,15.0,56,13754.579999999936,5,5,5,Champions
15482.0,15.0,19,14417.36,5,5,5,Champions
17133.0,15.0,12,14622.330000000007,5,5,5,Champions
13174.0,15.0,12,7995.359999999986,5,5,5,Champions
14607.0,15.0,22,23763.13,5,5,5,Champions
16057.0,15.0,10,3854.8500000000017,5,5,5,Champions
17809.0,15.0,20,10085.890000000005,5,5,5,Champions
17725.0,15.0,11,3439.0800000000004,5,5,5,Champions
14733.0,15.0,15,14335.150000000003,5,5,5,Champions
13831.0,15.0,18,6585.54,5,5,5,Champions
14744.0,15.0,14,3660.08,5,5,5,Champions
12757.0,15.0,13,7834.65,5,5,5,Champions
16255.0,16.0,15,4529.999999999998,5,5,5,Champions
14334.0,16.0,12,4318.480000000002,5,5,5,Champions
15150.0,16.0,13,8977.939999999988,5,5,5,Champions
14049.0,16.0,13,13023.400000000029,5,5,5,Champions
17519.0,16.0,15,4774.169999999996,5,5,5,Champions
14329.0,16.0,15,9887.619999999988,5,5,5,Champions
15727.0,16.0,15,9371.709999999992,5,5,5,Champions
17338.0,16.0,17,11889.329999999984,5,5,5,Champions
12483.0,16.0,19,5097.1799999999985,5,5,5,Champions
14505.0,16.0,19,11879.07999999999,5,5,5,Champions
13742.0,16.0,12,3107.8700000000003,5,5,5,Champions
13650.0,16.0,10,3288.0000000000027,5,5,5,Champions
16722.0,16.0,22,8189.559999999997,5,5,5,Champions
13448.0,16.0,13,8745.929999999984,5,5,5,Champions
13488.0,16.0,23,14205.959999999988,5,5,5,Champions
16985.0,16.0,23,10923.159999999985,5,5,5,Champions
17659.0,16.0,14,3586.9900000000007,5,5,5,Champions
16422.0,16.0,109,61920.870000000046,5,5,5,Champions
17685.0,16.0,12,5454.949999999998,5,5,5,Champions
16670.0,16.0,20,8030.149999999996,5,5,5,Champions
17700.0,16.0,14,6679.969999999994,5,5,5,Champions
12474.0,16.0,31,12372.749999999995,5,5,5,Champions
14030.0,17.0,20,7521.799999999981,5,5,5,Champions
16365.0,17.0,15,3167.339999999998,5,5,5,Champions
15845.0,17.0,11,4426.280000000001,5,5,5,Champions
15093.0,17.0,23,13702.380000000017,5,5,5,Champions
15497.0,17.0,9,8657.38999999999,5,5,5,Champions
16607.0,17.0,25,5706.869999999997,5,5,5,Champions
13246.0,17.0,11,3351.7499999999977,5,5,5,Champions
13268.0,17.0,11,3174.7499999999986,5,5,5,Champions
16128.0,17.0,11,3801.050000000001,5,5,5,Champions
16748.0,17.0,14,3637.3300000000036,5,5,5,Champions
14482.0,17.0,12,4306.719999999998,5,5,5,Champions
15105.0,17.0,9,3094.9100000000026,5,5,5,Champions
15179.0,17.0,13,7491.9200000000055,5,5,5,Champions
14515.0,17.0,12,3724.0599999999995,5,5,5,Champions
15971.0,17.0,18,5902.83,5,5,5,Champions
16655.0,17.0,13,6423.259999999999,5,5,5,Champions
15738.0,18.0,41,13043.320000000007,5,5,5,Champions
15044.0,18.0,35,16024.149999999992,5,5,5,Champions
16713.0,18.0,32,14115.560000000016,5,5,5,Champions
15527.0,18.0,23,5554.889999999995,5,5,5,Champions
12523.0,18.0,23,4352.349999999998,5,5,5,Champions
16710.0,18.0,22,5921.349999999991,5,5,5,Champions
12395.0,18.0,15,4721.1699999999955,5,5,5,Champions
13971.0,18.0,14,4667.570000000003,5,5,5,Champions
17738.0,18.0,13,4183.560000000001,5,5,5,Champions
17758.0,18.0,12,4964.03,5,5,5,Champions
14056.0,0.0,23,8152.70999999998,5,5,5,Champions
17675.0,0.0,70,37642.48000000001,5,5,5,Champions
14467.0,17.0,12,2203.240000000001,5,5,4,Champions
17135.0,15.0,10,1722.1800000000003,5,5,4,Champions
17838.0,26.0,13,5604.639999999997,4,5,5,Champions
14882.0,26.0,14,3546.65,4,5,5,Champions
14044.0,26.0,10,3077.6999999999966,4,5,5,Champions
13450.0,26.0,13,4120.039999999999,4,5,5,Champions
16571.0,26.0,10,4248.74,4,5,5,Champions
15253.0,15.0,8,2055.090000000001,5,5,4,Champions
16416.0,26.0,9,2957.8799999999997,4,5,5,Champions
17211.0,26.0,13,3773.3499999999963,4,5,5,Champions
12627.0,10.0,7,4478.53,5,4,5,Champions
17069.0,27.0,14,5517.2300000000005,4,5,5,Champions
12347.0,1.0,8,4921.529999999997,5,4,5,Champions
13557.0,27.0,13,3032.2599999999993,4,5,5,Champions
